country,LAU_ID,NUTS_ID_3,NUTS_ID_region
czechia,CZ592650,CZ072,CZ0
czechia,CZ592668,CZ072,CZ0
czechia,CZ592676,CZ072,CZ0
czechia,CZ592692,CZ072,CZ0
czechia,CZ592706,CZ072,CZ0
czechia,CZ592714,CZ072,CZ0
czechia,CZ592722,CZ072,CZ0
czechia,CZ592731,CZ072,CZ0
czechia,CZ592749,CZ072,CZ0
czechia,CZ592757,CZ072,CZ0
czechia,CZ592773,CZ072,CZ0
czechia,CZ592781,CZ072,CZ0
czechia,CZ592790,CZ072,CZ0
czechia,CZ592803,CZ072,CZ0
czechia,CZ592820,CZ072,CZ0
czechia,CZ592838,CZ072,CZ0
czechia,CZ592846,CZ072,CZ0
czechia,CZ592854,CZ072,CZ0
czechia,CZ592862,CZ072,CZ0
czechia,CZ592871,CZ072,CZ0
czechia,CZ592889,CZ064,CZ0
czechia,CZ592897,CZ064,CZ0
czechia,CZ592901,CZ064,CZ0
czechia,CZ592919,CZ064,CZ0
czechia,CZ592927,CZ064,CZ0
czechia,CZ592935,CZ064,CZ0
czechia,CZ592943,CZ064,CZ0
czechia,CZ592978,CZ064,CZ0
czechia,CZ592986,CZ064,CZ0
czechia,CZ592994,CZ064,CZ0
czechia,CZ593001,CZ064,CZ0
czechia,CZ593010,CZ064,CZ0
czechia,CZ593028,CZ064,CZ0
czechia,CZ593036,CZ064,CZ0
czechia,CZ593044,CZ064,CZ0
czechia,CZ593052,CZ064,CZ0
czechia,CZ593061,CZ064,CZ0
czechia,CZ593079,CZ064,CZ0
czechia,CZ593087,CZ064,CZ0
czechia,CZ593095,CZ064,CZ0
czechia,CZ593117,CZ064,CZ0
czechia,CZ593125,CZ064,CZ0
czechia,CZ593141,CZ064,CZ0
czechia,CZ593150,CZ064,CZ0
czechia,CZ593168,CZ064,CZ0
czechia,CZ593184,CZ064,CZ0
czechia,CZ593192,CZ064,CZ0
czechia,CZ593214,CZ064,CZ0
czechia,CZ593222,CZ064,CZ0
czechia,CZ593231,CZ064,CZ0
czechia,CZ593249,CZ064,CZ0
czechia,CZ593257,CZ064,CZ0
czechia,CZ593265,CZ064,CZ0
czechia,CZ593273,CZ064,CZ0
czechia,CZ593281,CZ064,CZ0
czechia,CZ593290,CZ064,CZ0
czechia,CZ593320,CZ064,CZ0
czechia,CZ593338,CZ064,CZ0
czechia,CZ593346,CZ064,CZ0
czechia,CZ593354,CZ064,CZ0
czechia,CZ593371,CZ064,CZ0
czechia,CZ593389,CZ064,CZ0
czechia,CZ593397,CZ064,CZ0
czechia,CZ593401,CZ064,CZ0
czechia,CZ593419,CZ064,CZ0
czechia,CZ593427,CZ064,CZ0
czechia,CZ593435,CZ064,CZ0
czechia,CZ593443,CZ064,CZ0
czechia,CZ593460,CZ064,CZ0
czechia,CZ593478,CZ064,CZ0
czechia,CZ593486,CZ064,CZ0
czechia,CZ593494,CZ064,CZ0
czechia,CZ593508,CZ064,CZ0
czechia,CZ593516,CZ064,CZ0
czechia,CZ593524,CZ064,CZ0
czechia,CZ593532,CZ064,CZ0
czechia,CZ593559,CZ064,CZ0
czechia,CZ593567,CZ064,CZ0
czechia,CZ593583,CZ064,CZ0
czechia,CZ593591,CZ064,CZ0
czechia,CZ593605,CZ064,CZ0
czechia,CZ593613,CZ064,CZ0
czechia,CZ593621,CZ064,CZ0
czechia,CZ593630,CZ064,CZ0
czechia,CZ593648,CZ064,CZ0
czechia,CZ593656,CZ064,CZ0
czechia,CZ593664,CZ064,CZ0
czechia,CZ593681,CZ064,CZ0
czechia,CZ593699,CZ064,CZ0
czechia,CZ593702,CZ064,CZ0
czechia,CZ593711,CZ064,CZ0
czechia,CZ593729,CZ064,CZ0
czechia,CZ593737,CZ064,CZ0
czechia,CZ593745,CZ064,CZ0
czechia,CZ593753,CZ064,CZ0
czechia,CZ593761,CZ064,CZ0
czechia,CZ593770,CZ064,CZ0
czechia,CZ593788,CZ064,CZ0
czechia,CZ593796,CZ064,CZ0
czechia,CZ593800,CZ064,CZ0
czechia,CZ593818,CZ064,CZ0
czechia,CZ593826,CZ064,CZ0
czechia,CZ593834,CZ064,CZ0
czechia,CZ593842,CZ064,CZ0
czechia,CZ593851,CZ064,CZ0
czechia,CZ593869,CZ064,CZ0
czechia,CZ593877,CZ064,CZ0
czechia,CZ593885,CZ064,CZ0
czechia,CZ593893,CZ064,CZ0
czechia,CZ593907,CZ064,CZ0
czechia,CZ593923,CZ064,CZ0
czechia,CZ593931,CZ064,CZ0
czechia,CZ593958,CZ064,CZ0
czechia,CZ593966,CZ064,CZ0
czechia,CZ593974,CZ064,CZ0
czechia,CZ593982,CZ064,CZ0
czechia,CZ593991,CZ064,CZ0
czechia,CZ594008,CZ064,CZ0
czechia,CZ594016,CZ064,CZ0
czechia,CZ594024,CZ064,CZ0
czechia,CZ594032,CZ064,CZ0
czechia,CZ594041,CZ064,CZ0
czechia,CZ594059,CZ064,CZ0
czechia,CZ594067,CZ064,CZ0
czechia,CZ594075,CZ064,CZ0
czechia,CZ594083,CZ064,CZ0
czechia,CZ594091,CZ064,CZ0
czechia,CZ594105,CZ064,CZ0
czechia,CZ594113,CZ064,CZ0
czechia,CZ594121,CZ064,CZ0
czechia,CZ594130,CZ064,CZ0
czechia,CZ594148,CZ064,CZ0
czechia,CZ594156,CZ064,CZ0
czechia,CZ594164,CZ064,CZ0
czechia,CZ594172,CZ064,CZ0
czechia,CZ594181,CZ064,CZ0
czechia,CZ594199,CZ064,CZ0
czechia,CZ594202,CZ064,CZ0
czechia,CZ594211,CZ064,CZ0
czechia,CZ594229,CZ064,CZ0
czechia,CZ594237,CZ064,CZ0
czechia,CZ594253,CZ064,CZ0
czechia,CZ594261,CZ064,CZ0
czechia,CZ594270,CZ064,CZ0
czechia,CZ594288,CZ064,CZ0
czechia,CZ594296,CZ064,CZ0
czechia,CZ594300,CZ064,CZ0
czechia,CZ594318,CZ064,CZ0
czechia,CZ594326,CZ064,CZ0
czechia,CZ594334,CZ064,CZ0
czechia,CZ594342,CZ064,CZ0
czechia,CZ594351,CZ064,CZ0
czechia,CZ594369,CZ064,CZ0
czechia,CZ594377,CZ064,CZ0
czechia,CZ594385,CZ064,CZ0
czechia,CZ594393,CZ064,CZ0
czechia,CZ594407,CZ064,CZ0
czechia,CZ594415,CZ064,CZ0
czechia,CZ594423,CZ064,CZ0
czechia,CZ594431,CZ064,CZ0
czechia,CZ594440,CZ064,CZ0
czechia,CZ594458,CZ064,CZ0
czechia,CZ594466,CZ064,CZ0
czechia,CZ594474,CZ064,CZ0
czechia,CZ594482,CZ064,CZ0
czechia,CZ594512,CZ064,CZ0
czechia,CZ594521,CZ064,CZ0
czechia,CZ594555,CZ064,CZ0
czechia,CZ594563,CZ064,CZ0
czechia,CZ594571,CZ064,CZ0
czechia,CZ594580,CZ064,CZ0
czechia,CZ594598,CZ064,CZ0
czechia,CZ594601,CZ064,CZ0
czechia,CZ594610,CZ064,CZ0
czechia,CZ594628,CZ064,CZ0
czechia,CZ594636,CZ064,CZ0
czechia,CZ594644,CZ064,CZ0
czechia,CZ594652,CZ064,CZ0
czechia,CZ594679,CZ064,CZ0
czechia,CZ594687,CZ064,CZ0
czechia,CZ594695,CZ064,CZ0
czechia,CZ594709,CZ064,CZ0
czechia,CZ594725,CZ064,CZ0
czechia,CZ594733,CZ064,CZ0
czechia,CZ594741,CZ064,CZ0
czechia,CZ594750,CZ064,CZ0
czechia,CZ594768,CZ064,CZ0
czechia,CZ594776,CZ064,CZ0
czechia,CZ594784,CZ064,CZ0
czechia,CZ594792,CZ064,CZ0
czechia,CZ594806,CZ064,CZ0
czechia,CZ594814,CZ064,CZ0
czechia,CZ594822,CZ064,CZ0
czechia,CZ594831,CZ064,CZ0
czechia,CZ594849,CZ064,CZ0
czechia,CZ594865,CZ064,CZ0
czechia,CZ594873,CZ064,CZ0
czechia,CZ594881,CZ064,CZ0
czechia,CZ594890,CZ064,CZ0
czechia,CZ594903,CZ064,CZ0
czechia,CZ594911,CZ064,CZ0
czechia,CZ594920,CZ064,CZ0
czechia,CZ594938,CZ064,CZ0
czechia,CZ594946,CZ064,CZ0
czechia,CZ594954,CZ064,CZ0
czechia,CZ594962,CZ064,CZ0
czechia,CZ594971,CZ064,CZ0
czechia,CZ594989,CZ064,CZ0
czechia,CZ594997,CZ064,CZ0
czechia,CZ595004,CZ064,CZ0
czechia,CZ595012,CZ064,CZ0
czechia,CZ595021,CZ064,CZ0
czechia,CZ595039,CZ064,CZ0
czechia,CZ595047,CZ064,CZ0
czechia,CZ595055,CZ064,CZ0
czechia,CZ595063,CZ064,CZ0
czechia,CZ595071,CZ064,CZ0
czechia,CZ595080,CZ064,CZ0
czechia,CZ595098,CZ064,CZ0
czechia,CZ595101,CZ064,CZ0
czechia,CZ595110,CZ064,CZ0
czechia,CZ595128,CZ064,CZ0
czechia,CZ595136,CZ064,CZ0
czechia,CZ595144,CZ064,CZ0
czechia,CZ595152,CZ064,CZ0
czechia,CZ595161,CZ064,CZ0
czechia,CZ595179,CZ064,CZ0
czechia,CZ595187,CZ064,CZ0
czechia,CZ595195,CZ064,CZ0
czechia,CZ595209,CZ063,CZ0
czechia,CZ595217,CZ063,CZ0
czechia,CZ595241,CZ063,CZ0
czechia,CZ595250,CZ063,CZ0
czechia,CZ595268,CZ063,CZ0
czechia,CZ595276,CZ063,CZ0
czechia,CZ595284,CZ063,CZ0
czechia,CZ595292,CZ063,CZ0
czechia,CZ595306,CZ063,CZ0
czechia,CZ595314,CZ064,CZ0
czechia,CZ595322,CZ063,CZ0
czechia,CZ595331,CZ064,CZ0
czechia,CZ595349,CZ063,CZ0
czechia,CZ595357,CZ063,CZ0
czechia,CZ595365,CZ063,CZ0
czechia,CZ595381,CZ063,CZ0
czechia,CZ595390,CZ063,CZ0
czechia,CZ595403,CZ063,CZ0
czechia,CZ595411,CZ063,CZ0
czechia,CZ595420,CZ063,CZ0
czechia,CZ595438,CZ063,CZ0
czechia,CZ595446,CZ064,CZ0
czechia,CZ595454,CZ063,CZ0
czechia,CZ595462,CZ063,CZ0
czechia,CZ595471,CZ063,CZ0
czechia,CZ595489,CZ063,CZ0
czechia,CZ595501,CZ063,CZ0
czechia,CZ595519,CZ063,CZ0
czechia,CZ595527,CZ064,CZ0
czechia,CZ595535,CZ063,CZ0
czechia,CZ595551,CZ064,CZ0
czechia,CZ595560,CZ064,CZ0
czechia,CZ595578,CZ063,CZ0
czechia,CZ595586,CZ063,CZ0
czechia,CZ595594,CZ063,CZ0
czechia,CZ595608,CZ063,CZ0
czechia,CZ595624,CZ063,CZ0
czechia,CZ599468,CZ080,CZ0
czechia,CZ599476,CZ020,CZ0
czechia,CZ599484,CZ020,CZ0
czechia,CZ599492,CZ020,CZ0
czechia,CZ599506,CZ080,CZ0
czechia,CZ599514,CZ020,CZ0
czechia,CZ599522,CZ020,CZ0
czechia,CZ599531,CZ020,CZ0
czechia,CZ599549,CZ080,CZ0
czechia,CZ599557,CZ020,CZ0
czechia,CZ599565,CZ080,CZ0
czechia,CZ599573,CZ020,CZ0
czechia,CZ599581,CZ020,CZ0
czechia,CZ599590,CZ020,CZ0
czechia,CZ599603,CZ080,CZ0
czechia,CZ599611,CZ020,CZ0
czechia,CZ599620,CZ020,CZ0
czechia,CZ599638,CZ020,CZ0
czechia,CZ599646,CZ080,CZ0
czechia,CZ599654,CZ020,CZ0
czechia,CZ599662,CZ020,CZ0
czechia,CZ599671,CZ020,CZ0
czechia,CZ599689,CZ080,CZ0
czechia,CZ599697,CZ020,CZ0
czechia,CZ599701,CZ080,CZ0
czechia,CZ599719,CZ020,CZ0
czechia,CZ599727,CZ020,CZ0
czechia,CZ599735,CZ020,CZ0
czechia,CZ599743,CZ080,CZ0
czechia,CZ599751,CZ020,CZ0
czechia,CZ599760,CZ020,CZ0
czechia,CZ599778,CZ031,CZ0
czechia,CZ599808,CZ080,CZ0
czechia,CZ599832,CZ080,CZ0
czechia,CZ599867,CZ080,CZ0
czechia,CZ599905,CZ080,CZ0
czechia,CZ599921,CZ080,CZ0
czechia,CZ599930,CZ080,CZ0
czechia,CZ599948,CZ080,CZ0
czechia,CZ599956,CZ080,CZ0
czechia,CZ599964,CZ080,CZ0
czechia,CZ599999,CZ080,CZ0
belgium,BE11001,BE211,BE2
belgium,BE11002,BE211,BE2
belgium,BE11004,BE211,BE2
belgium,BE11005,BE211,BE2
belgium,BE71004,BE221,BE2
belgium,BE71011,BE221,BE2
belgium,BE71016,BE221,BE2
belgium,BE71017,BE221,BE2
belgium,BE71020,BE221,BE2
belgium,BE71022,BE221,BE2
belgium,BE25005,BE310,BE3
belgium,BE25014,BE310,BE3
belgium,BE25015,BE310,BE3
belgium,BE25018,BE310,BE3
belgium,BE25023,BE310,BE3
belgium,BE25031,BE310,BE3
belgium,BE25037,BE310,BE3
belgium,BE25043,BE310,BE3
belgium,BE25044,BE310,BE3
belgium,BE25048,BE310,BE3
belgium,BE43014,BE233,BE2
belgium,BE43018,BE233,BE2
belgium,BE44001,BE234,BE2
belgium,BE44011,BE234,BE2
belgium,BE44012,BE234,BE2
belgium,BE44013,BE234,BE2
belgium,BE44019,BE234,BE2
belgium,BE56087,BE326,BE3
belgium,BE56088,BE326,BE3
belgium,BE57003,BE327,BE3
belgium,BE57018,BE327,BE3
belgium,BE57027,BE327,BE3
belgium,BE57062,BE327,BE3
belgium,BE11025,BE211,BE2
belgium,BE11029,BE211,BE2
belgium,BE11030,BE211,BE2
belgium,BE11035,BE211,BE2
belgium,BE11037,BE211,BE2
belgium,BE11038,BE211,BE2
belgium,BE11039,BE211,BE2
belgium,BE11040,BE211,BE2
belgium,BE11044,BE211,BE2
belgium,BE25050,BE310,BE3
belgium,BE25068,BE310,BE3
denmark,DK101,DK011,DK0
denmark,DK147,DK011,DK0
denmark,DK151,DK012,DK0
belgium,BE25072,BE310,BE3
denmark,DK153,DK012,DK0
denmark,DK155,DK011,DK0
denmark,DK157,DK012,DK0
denmark,DK159,DK012,DK0
denmark,DK161,DK012,DK0
denmark,DK163,DK012,DK0
denmark,DK165,DK012,DK0
denmark,DK167,DK012,DK0
denmark,DK169,DK012,DK0
denmark,DK173,DK012,DK0
belgium,BE25084,BE310,BE3
denmark,DK175,DK012,DK0
denmark,DK183,DK012,DK0
denmark,DK185,DK011,DK0
denmark,DK187,DK012,DK0
denmark,DK190,DK013,DK0
denmark,DK201,DK013,DK0
denmark,DK210,DK013,DK0
denmark,DK217,DK013,DK0
denmark,DK219,DK013,DK0
denmark,DK223,DK013,DK0
belgium,BE25091,BE310,BE3
denmark,DK230,DK013,DK0
denmark,DK240,DK013,DK0
denmark,DK250,DK013,DK0
denmark,DK253,DK021,DK0
denmark,DK259,DK021,DK0
denmark,DK260,DK013,DK0
denmark,DK265,DK021,DK0
denmark,DK269,DK021,DK0
denmark,DK270,DK013,DK0
denmark,DK306,DK022,DK0
belgium,BE25105,BE310,BE3
denmark,DK316,DK022,DK0
denmark,DK320,DK022,DK0
denmark,DK326,DK022,DK0
denmark,DK329,DK022,DK0
denmark,DK330,DK022,DK0
denmark,DK336,DK022,DK0
denmark,DK340,DK022,DK0
denmark,DK350,DK021,DK0
denmark,DK360,DK022,DK0
denmark,DK370,DK022,DK0
belgium,BE25107,BE310,BE3
denmark,DK376,DK022,DK0
denmark,DK390,DK022,DK0
denmark,DK400,DK014,DK0
denmark,DK410,DK031,DK0
denmark,DK411,DK014,DK0
denmark,DK420,DK031,DK0
denmark,DK430,DK031,DK0
denmark,DK440,DK031,DK0
denmark,DK450,DK031,DK0
denmark,DK461,DK031,DK0
belgium,BE25110,BE310,BE3
denmark,DK479,DK031,DK0
denmark,DK480,DK031,DK0
denmark,DK482,DK031,DK0
denmark,DK492,DK031,DK0
denmark,DK510,DK032,DK0
denmark,DK530,DK032,DK0
denmark,DK540,DK032,DK0
denmark,DK550,DK032,DK0
denmark,DK561,DK032,DK0
denmark,DK563,DK032,DK0
belgium,BE25112,BE310,BE3
denmark,DK573,DK032,DK0
denmark,DK575,DK032,DK0
denmark,DK580,DK032,DK0
denmark,DK607,DK032,DK0
denmark,DK615,DK042,DK0
denmark,DK621,DK032,DK0
denmark,DK630,DK032,DK0
denmark,DK657,DK041,DK0
denmark,DK661,DK041,DK0
denmark,DK665,DK041,DK0
belgium,BE25117,BE310,BE3
denmark,DK671,DK041,DK0
denmark,DK706,DK042,DK0
denmark,DK707,DK042,DK0
denmark,DK710,DK042,DK0
denmark,DK727,DK042,DK0
denmark,DK730,DK042,DK0
denmark,DK740,DK042,DK0
denmark,DK741,DK042,DK0
denmark,DK746,DK042,DK0
denmark,DK751,DK042,DK0
belgium,BE25118,BE310,BE3
denmark,DK756,DK041,DK0
denmark,DK760,DK041,DK0
belgium,BE44020,BE234,BE2
belgium,BE44021,BE234,BE2
belgium,BE44029,BE234,BE2
belgium,BE44034,BE234,BE2
belgium,BE44036,BE234,BE2
belgium,BE44040,BE234,BE2
belgium,BE57064,BE327,BE3
belgium,BE57072,BE327,BE3
belgium,BE57081,BE327,BE3
belgium,BE57093,BE327,BE3
belgium,BE57094,BE327,BE3
belgium,BE57095,BE327,BE3
belgium,BE61003,BE331,BE3
belgium,BE11050,BE211,BE2
belgium,BE11052,BE211,BE2
belgium,BE11053,BE211,BE2
belgium,BE11054,BE211,BE2
belgium,BE11055,BE211,BE2
belgium,BE11056,BE211,BE2
belgium,BE11057,BE211,BE2
belgium,BE12002,BE212,BE2
belgium,BE12005,BE212,BE2
denmark,DK766,DK042,DK0
denmark,DK773,DK050,DK0
denmark,DK779,DK041,DK0
denmark,DK787,DK050,DK0
denmark,DK791,DK041,DK0
denmark,DK810,DK050,DK0
denmark,DK813,DK050,DK0
denmark,DK820,DK050,DK0
belgium,BE25119,BE310,BE3
denmark,DK825,DK050,DK0
denmark,DK840,DK050,DK0
denmark,DK846,DK050,DK0
denmark,DK849,DK050,DK0
denmark,DK851,DK050,DK0
denmark,DK860,DK050,DK0
estonia,EE0130,EE007,EE0
estonia,EE0141,EE001,EE0
estonia,EE0142,EE008,EE0
estonia,EE0171,EE008,EE0
belgium,BE25120,BE310,BE3
estonia,EE0184,EE004,EE0
estonia,EE0191,EE006,EE0
estonia,EE0198,EE001,EE0
estonia,EE0205,EE004,EE0
estonia,EE0214,EE004,EE0
estonia,EE0245,EE001,EE0
estonia,EE0247,EE008,EE0
estonia,EE0251,EE007,EE0
estonia,EE0255,EE006,EE0
estonia,EE0272,EE006,EE0
belgium,BE25121,BE310,BE3
estonia,EE0283,EE008,EE0
estonia,EE0284,EE008,EE0
estonia,EE0291,EE008,EE0
estonia,EE0293,EE006,EE0
estonia,EE0296,EE001,EE0
estonia,EE0303,EE004,EE0
estonia,EE0304,EE001,EE0
estonia,EE0317,EE006,EE0
estonia,EE0321,EE007,EE0
estonia,EE0338,EE001,EE0
belgium,BE25122,BE310,BE3
estonia,EE0353,EE001,EE0
estonia,EE0424,EE001,EE0
estonia,EE0430,EE004,EE0
estonia,EE0431,EE001,EE0
estonia,EE0432,EE008,EE0
estonia,EE0441,EE004,EE0
estonia,EE0442,EE007,EE0
estonia,EE0446,EE001,EE0
estonia,EE0478,EE004,EE0
estonia,EE0480,EE008,EE0
belgium,BE25123,BE310,BE3
estonia,EE0486,EE008,EE0
estonia,EE0503,EE006,EE0
estonia,EE0511,EE007,EE0
estonia,EE0514,EE007,EE0
estonia,EE0528,EE008,EE0
estonia,EE0557,EE008,EE0
estonia,EE0567,EE006,EE0
estonia,EE0586,EE008,EE0
estonia,EE0615,EE008,EE0
estonia,EE0618,EE008,EE0
belgium,BE25124,BE310,BE3
estonia,EE0622,EE008,EE0
estonia,EE0624,EE004,EE0
estonia,EE0638,EE004,EE0
estonia,EE0651,EE001,EE0
estonia,EE0653,EE001,EE0
estonia,EE0661,EE006,EE0
estonia,EE0663,EE006,EE0
estonia,EE0668,EE006,EE0
estonia,EE0689,EE004,EE0
estonia,EE0698,EE008,EE0
belgium,BE31003,BE251,BE2
estonia,EE0708,EE008,EE0
estonia,EE0712,EE004,EE0
estonia,EE0714,EE004,EE0
estonia,EE0718,EE001,EE0
estonia,EE0726,EE001,EE0
estonia,EE0732,EE008,EE0
estonia,EE0735,EE007,EE0
estonia,EE0784,EE001,EE0
estonia,EE0792,EE006,EE0
estonia,EE0793,EE008,EE0
belgium,BE31004,BE251,BE2
estonia,EE0796,EE008,EE0
estonia,EE0803,EE007,EE0
estonia,EE0809,EE004,EE0
estonia,EE0824,EE008,EE0
estonia,EE0834,EE006,EE0
estonia,EE0855,EE008,EE0
estonia,EE0890,EE001,EE0
estonia,EE0897,EE008,EE0
estonia,EE0899,EE008,EE0
estonia,EE0901,EE006,EE0
belgium,BE31005,BE251,BE2
estonia,EE0903,EE006,EE0
estonia,EE0907,EE004,EE0
estonia,EE0917,EE008,EE0
estonia,EE0919,EE008,EE0
estonia,EE0928,EE006,EE0
belgium,BE31006,BE251,BE2
belgium,BE44043,BE234,BE2
belgium,BE44045,BE234,BE2
belgium,BE44048,BE234,BE2
belgium,BE44049,BE234,BE2
belgium,BE44052,BE234,BE2
belgium,BE44064,BE234,BE2
belgium,BE44072,BE234,BE2
belgium,BE61010,BE331,BE3
belgium,BE61012,BE331,BE3
belgium,BE61019,BE331,BE3
belgium,BE61024,BE331,BE3
belgium,BE61028,BE331,BE3
belgium,BE61031,BE331,BE3
belgium,BE12007,BE212,BE2
belgium,BE12009,BE212,BE2
belgium,BE12014,BE212,BE2
belgium,BE12021,BE212,BE2
belgium,BE12025,BE212,BE2
belgium,BE12026,BE212,BE2
belgium,BE12029,BE212,BE2
belgium,BE12030,BE212,BE2
belgium,BE12034,BE212,BE2
belgium,BE12035,BE212,BE2
belgium,BE31012,BE251,BE2
belgium,BE31022,BE251,BE2
belgium,BE31033,BE251,BE2
belgium,BE31040,BE251,BE2
belgium,BE31042,BE251,BE2
belgium,BE31043,BE251,BE2
belgium,BE32003,BE252,BE2
belgium,BE44073,BE234,BE2
belgium,BE44080,BE234,BE2
belgium,BE44081,BE234,BE2
belgium,BE45017,BE235,BE2
belgium,BE45035,BE235,BE2
belgium,BE45041,BE235,BE2
belgium,BE61039,BE331,BE3
belgium,BE61041,BE331,BE3
belgium,BE61043,BE331,BE3
belgium,BE61048,BE331,BE3
belgium,BE61063,BE331,BE3
belgium,BE61068,BE331,BE3
belgium,BE61072,BE331,BE3
belgium,BE12040,BE212,BE2
belgium,BE13001,BE213,BE2
netherlands,BE13002,NL412,NL4
belgium,BE13003,BE213,BE2
belgium,BE13004,BE213,BE2
belgium,BE13006,BE213,BE2
belgium,BE13008,BE213,BE2
belgium,BE13010,BE213,BE2
belgium,BE13011,BE213,BE2
belgium,BE32006,BE252,BE2
belgium,BE32010,BE252,BE2
belgium,BE32011,BE252,BE2
belgium,BE32030,BE252,BE2
belgium,BE33011,BE253,BE2
belgium,BE33016,BE253,BE2
belgium,BE45057,BE235,BE2
belgium,BE45059,BE235,BE2
belgium,BE45060,BE235,BE2
belgium,BE45061,BE235,BE2
belgium,BE45062,BE235,BE2
belgium,BE45063,BE235,BE2
belgium,BE45064,BE235,BE2
belgium,BE61079,BE331,BE3
belgium,BE61080,BE331,BE3
belgium,BE61081,BE331,BE3
belgium,BE62003,BE332,BE3
belgium,BE62006,BE332,BE3
belgium,BE62009,BE332,BE3
belgium,BE13012,BE213,BE2
belgium,BE13013,BE213,BE2
belgium,BE13014,BE213,BE2
belgium,BE13016,BE213,BE2
belgium,BE13017,BE213,BE2
belgium,BE13019,BE213,BE2
belgium,BE13021,BE213,BE2
belgium,BE13023,BE213,BE2
belgium,BE13025,BE213,BE2
belgium,BE33021,BE253,BE2
belgium,BE33029,BE253,BE2
belgium,BE33037,BE253,BE2
belgium,BE33039,BE253,BE2
belgium,BE33040,BE253,BE2
belgium,BE33041,BE253,BE2
belgium,BE34002,BE254,BE2
belgium,BE45065,BE235,BE2
belgium,BE46003,BE236,BE2
belgium,BE46013,BE236,BE2
belgium,BE46014,BE236,BE2
belgium,BE46020,BE236,BE2
belgium,BE46021,BE236,BE2
belgium,BE62011,BE332,BE3
belgium,BE62015,BE332,BE3
belgium,BE62022,BE332,BE3
belgium,BE62026,BE332,BE3
belgium,BE62027,BE332,BE3
belgium,BE62032,BE332,BE3
belgium,BE13029,BE213,BE2
belgium,BE13031,BE213,BE2
belgium,BE13035,BE213,BE2
belgium,BE13036,BE213,BE2
belgium,BE13037,BE213,BE2
belgium,BE13040,BE213,BE2
belgium,BE13044,BE213,BE2
belgium,BE13046,BE213,BE2
belgium,BE13049,BE213,BE2
belgium,BE13053,BE213,BE2
belgium,BE34003,BE254,BE2
belgium,BE34009,BE254,BE2
belgium,BE34013,BE254,BE2
belgium,BE34022,BE254,BE2
belgium,BE34023,BE254,BE2
belgium,BE34025,BE254,BE2
belgium,BE46024,BE236,BE2
belgium,BE46025,BE236,BE2
belgium,BE51004,BE321,BE3
belgium,BE51008,BE321,BE3
belgium,BE51009,BE321,BE3
belgium,BE51012,BE321,BE3
belgium,BE51014,BE321,BE3
belgium,BE62038,BE332,BE3
belgium,BE62051,BE332,BE3
belgium,BE62060,BE332,BE3
belgium,BE62063,BE332,BE3
belgium,BE62079,BE332,BE3
belgium,BE62093,BE332,BE3
belgium,BE62096,BE332,BE3
belgium,BE21001,BE100,BE1
belgium,BE21002,BE100,BE1
belgium,BE21003,BE100,BE1
belgium,BE21004,BE100,BE1
belgium,BE21005,BE100,BE1
belgium,BE21006,BE100,BE1
belgium,BE21007,BE100,BE1
belgium,BE21008,BE100,BE1
belgium,BE21009,BE100,BE1
belgium,BE34027,BE254,BE2
belgium,BE34040,BE254,BE2
belgium,BE34041,BE254,BE2
belgium,BE34042,BE254,BE2
belgium,BE34043,BE254,BE2
belgium,BE35002,BE255,BE2
belgium,BE35005,BE255,BE2
belgium,BE51017,BE321,BE3
belgium,BE51019,BE321,BE3
belgium,BE51065,BE321,BE3
belgium,BE52010,BE322,BE3
belgium,BE52011,BE322,BE3
belgium,BE52012,BE322,BE3
belgium,BE62099,BE332,BE3
belgium,BE62100,BE332,BE3
belgium,BE62108,BE332,BE3
belgium,BE62118,BE332,BE3
belgium,BE62119,BE332,BE3
belgium,BE62120,BE332,BE3
belgium,BE21010,BE100,BE1
belgium,BE21011,BE100,BE1
belgium,BE21012,BE100,BE1
belgium,BE21013,BE100,BE1
belgium,BE21014,BE100,BE1
belgium,BE21015,BE100,BE1
belgium,BE21016,BE100,BE1
belgium,BE21017,BE100,BE1
belgium,BE21018,BE100,BE1
belgium,BE35006,BE255,BE2
belgium,BE35011,BE255,BE2
belgium,BE35013,BE255,BE2
belgium,BE35014,BE255,BE2
belgium,BE35029,BE255,BE2
belgium,BE36006,BE256,BE2
belgium,BE52015,BE322,BE3
belgium,BE52018,BE322,BE3
belgium,BE52021,BE322,BE3
belgium,BE52022,BE322,BE3
belgium,BE52025,BE322,BE3
belgium,BE52043,BE322,BE3
belgium,BE52048,BE322,BE3
belgium,BE62121,BE332,BE3
belgium,BE62122,BE335,BE3
belgium,BE63001,BE336,BE3
belgium,BE63003,BE335,BE3
belgium,BE63004,BE335,BE3
belgium,BE63012,BE336,BE3
belgium,BE63013,BE336,BE3
belgium,BE21019,BE100,BE1
belgium,BE23002,BE241,BE2
belgium,BE23003,BE241,BE2
belgium,BE23009,BE241,BE2
belgium,BE23016,BE241,BE2
belgium,BE23023,BE241,BE2
belgium,BE23024,BE241,BE2
belgium,BE23025,BE241,BE2
belgium,BE23027,BE241,BE2
belgium,BE36007,BE256,BE2
belgium,BE36008,BE256,BE2
belgium,BE36010,BE256,BE2
belgium,BE36011,BE256,BE2
belgium,BE36012,BE256,BE2
belgium,BE36015,BE256,BE2
belgium,BE36019,BE256,BE2
